benchmark,method,budget,seed,best_capability,hypervolume,hypervolume_regret,eps_pareto_hit,evals_to_threshold,auc_best_capability
pubmedqa,random,36,17,0.59,0.4229181744810521,0.0,1,13,0.5694444444444444
pubmedqa,random,36,18,0.59,0.4229181744810521,0.0,1,28,0.5583333333333335
pubmedqa,random,36,19,0.59,0.4229181744810521,0.0,1,23,0.5669444444444446
pubmedqa,random,48,0,0.59,0.4229181744810521,0.0,1,6,0.5725
pubmedqa,random,48,1,0.59,0.4229181744810521,0.0,1,15,0.5741666666666666
pubmedqa,random,48,2,0.59,0.4229181744810521,0.0,1,4,0.5804166666666665
pubmedqa,random,48,3,0.59,0.4229181744810521,0.0,1,11,0.5724999999999999
pubmedqa,random,48,4,0.59,0.4229181744810521,0.0,1,23,0.5722916666666665
pubmedqa,random,48,5,0.59,0.4229181744810521,0.0,1,13,0.5783333333333333
pubmedqa,random,48,6,0.59,0.4229181744810521,0.0,1,20,0.5731249999999996
pubmedqa,random,48,7,0.59,0.4229181744810521,0.0,1,10,0.5760416666666666
pubmedqa,random,48,8,0.59,0.4229181744810521,0.0,1,15,0.5722916666666666
pubmedqa,random,48,9,0.59,0.4229181744810521,0.0,1,27,0.5647916666666667
pubmedqa,random,48,10,0.59,0.4229181744810521,0.0,1,34,0.5691666666666667
pubmedqa,random,48,11,0.59,0.4229181744810521,0.0,1,26,0.5697916666666666
pubmedqa,random,48,12,0.59,0.4229181744810521,0.0,1,17,0.5758333333333333
pubmedqa,random,48,13,0.59,0.4229181744810521,0.0,1,6,0.5791666666666665
pubmedqa,random,48,14,0.59,0.4229181744810521,0.0,1,2,0.5879166666666665
pubmedqa,random,48,15,0.59,0.4229181744810521,0.0,1,4,0.5785416666666662
pubmedqa,random,48,16,0.59,0.4229181744810521,0.0,1,38,0.5602083333333333
pubmedqa,random,48,17,0.59,0.4229181744810521,0.0,1,13,0.5745833333333333
pubmedqa,random,48,18,0.59,0.4229181744810521,0.0,1,28,0.56625
pubmedqa,random,48,19,0.59,0.4229181744810521,0.0,1,23,0.5727083333333334
